id,entry,lifeStats,sort
dYYJCpxpVb,HCOCBVIVmmjN,"(dU2NG1xebK , 92jOsTODQq)",PcB14OQbrw
R2kektRE6N,HCDVd6lhvNZB,"(59cCuYvqVM , QxFnoywlVJ)",IYEkl5NjED
AcmqIzUJSt,HCPsdy5rYB8o,"(2GHPjmhSZP , CH0NYrsUIl)",vGAmm4ELvp
rrjZwUESim,HCqHlLDQ8HLe,"(7mlrc11VMr , Lo7cZOdykR)",XjS2BHasN6
8ueWqWEhTo,HCIZgibjc1md,"(w0nk2HBMfK , aZvyy5prep)",sfzVqeW2E6
lpml7kA0hR,HCHk7vuEJpx6,"(PitPfkm42D , VcTDs0hhM5)",lFMUneyOaz
cycx6J4ZQm,HCbGqskelaPB,"(r6W78k7nnK , TDrJ5BL8hb)",hH3EYYnDS1
WGtwemfWYl,HD96kg4t9AUs,"(YgIz0BF1Ix , 3GqTKAJHh1)",FSnGfd0kGb
Y3kcEBXHP2,HD49blVo2nu8,"(nSj7laXgXn , acTk6ZHJ3G)",93oS1fLVsd
K8a0HBH4Qa,HDgglJu8oSC0,"(9eO0rXwWtA , ep0ORBRtNd)",nudf2pcQKS
pyZuOg9Ih3,HDCQRB2VpQB4,"(J8dTSncvhG , qd35nr2Sle)",OQQt56ENWQ
GQnV8cpJL2,HDsglSxQ7XFr,"(Hhjerkupen , mHe4Dd9ipF)",N7H7YL8by4
7DQGOOiiiy,HDzMHZUdAONF,"(pEzyx58new , SXpsAOU8Nb)",gTtTS1UXaI
OOq4gVow3G,HDWadQKRhzjy,"(NRnfBNT1Hk , 1lrSgkB7ur)",ccEC4u6wlc
meUzK3LuWs,HDe2iepMXgP9,"(FEdV4vjvFr , ZRN2rN1x37)",UN2S4B3l5A
kEtlb9xBAr,HDO4MdbJy5Hy,"(ZggRDHZXOd , s6X8nA5cxt)",Ac3J0nfcWZ
2DuezSoZnp,HDtNo28BVrxO,"(2dwBykH5y0 , lHp8T1y82b)",CW7Z9I7Fhl
xyE7PwDG1Y,HEZ4mgxZKuFR,"(yxBEUQ44uL , xefWKY1Cmd)",AERFDz9Hdg
0pFd5rqmmw,HEn6gzAhyq3V,"(kIi6Nh2R6r , nf5K8hHbcE)",rFgpe0UKhM
tM50z2FG5w,HE9UC1vEDkcy,"(jotUny8Oyc , GA8g20HpfW)",9jBc9ujdoN
X4QjMSvq2p,HE351SgNRMNE,"(egzwklKhPi , K86PeIbEos)",hJXqdfPOyI
27erVUqyo5,HEFDhIeqT9wt,"(Auh9BbLb5W , JWF0yhwOaq)",fJSaHicHZw
hgkvpyFti4,HEqGn9F5aSsg,"(rIfD9YsviT , C39sclOEIS)",s30Est8jLG
I9SNIDtMdv,HEX9ooP9jxm4,"(LFbmsoX87A , umNUZ2NLOd)",ER0FcTAdbx
fyUAb4HtUb,HEFuwJUzJ92k,"(KsQNObugoY , t6dbz2ezIE)",CN1mDqg5YK
aOURIyVkZb,HEBIBQ4xrWD2,"(YfqVrLXUWR , bazoVYQLwN)",72IX6BBG6d
3D03WBG0B8,HEFXkNgj7Eez,"(1LEqCJlAeR , QISvOfbPqn)",OLq49w0ZXX
VBytT4tweA,HFC6WWIqcoY5,"(igCjH776QY , quOpoXHcuZ)",p5tft4bhEf
itPw9ePodm,HFauWqudp5Oa,"(og1wE54RL3 , WPDqVPhy74)",rvbsQ1Re63
rnYtISfgIV,HFqEqIFRxzoi,"(aRrpeaNVkc , XPweYeZuZ2)",COE3LhXNIl
LXkrjY3g1F,HF7of4wndNN1,"(xe5MCD6wS9 , wVwUxRXxxe)",8zFPrzAE4f
6Zdeg1O9KX,HFKP5egcBaYf,"(AjgDUWZfnW , tnAq44qikv)",NC6aVjTUY7
1nIVbsyix2,HFIHEGX1HHWO,"(yVXzhhxZGJ , JAm81K8RSD)",0jTqjVQmu6
xODwnA036A,HF7azmIDqz4W,"(InWFrcqQSD , ivoFdrj1hs)",TIqMri9JLE
hiV9gDVRX2,HF0OuYkJndZj,"(ULqDudhU26 , NvZY9nIa9w)",ehQsYagGlB
2QQmrKa7Yc,HFKhgoI3mMpf,"(mOf7vMuKaf , sTLtYi1jE9)",vid0gMZzLk
ZBNBtFdQTv,HFlG8KE0U1s1,"(OJfH5JZcND , W9ZKDJYWWZ)",TLUUCD8T6v
6Dobbrto7L,HGGR3gaZqKXD,"(htGeOLmNKi , Ip2wpM92OJ)",2kUEUwSL4c
7K7RzEIZ4f,HGn43oNXB6yV,"(SIVBhzg7m1 , FxiLyri08b)",tOOLTazHR6
BL4rAvcoaT,HGIKcYVHNw66,"(6z79WvBVwI , C2m4pRr5ON)",9j8LNxpWlx
a76NA5I5Bk,HGbLdp3ZQUVU,"(Hgyat1ZSPU , L2AIggHaTh)",krb9LTIGJM
44T9tgW0dE,HGpGY13JbGbc,"(7luIih3Xtx , NlqIVFgcp8)",CpgQs8nd9c
Nfc8PFxHn0,HGB6EMqFwx7l,"(RvbDzdBBHe , izKWiKbtbr)",wOChnS9Vx4
M6jOuBUTCp,HGYMpHbD7Hzz,"(0yJ7sm0fBP , zOFpdugDAj)",DNDLYd48Ea
9Ue155k2jI,HGGdYROZCFxu,"(7Q1Yd0hUQz , l2bOL5TryX)",VYShejOno5
MTohOYUJU9,HGg6TCbaWtkz,"(QNYtB9Cupj , 2L9WIYGIu6)",UTUKcl9vhn
yfU8BkX2AZ,HG8fZHmk7HIG,"(T26Mpt0ENf , tMK8UxkEYb)",xMzkcbR5AZ
HyEGwwfrBx,HH85rGfVDfdH,"(nV1pDMpdgM , Wei4koBsAR)",lvvGSfhrvT
qi3XK0RTlf,HHIN9Hk26VxN,"(l3LbEJcCy3 , H0AA7Q2V07)",g3u1Lr751r
kRg9Y9WAxz,HHN7IikRssoR,"(htUiwxFqWs , R7XWqXN5oC)",Vv2UcGzhce
Z35H81EAsh,HHU7TXbMDY0w,"(HrinBaRfhA , 6FVj1XrIx1)",1ymX3ykQ1n
JgJgNcqC4A,HHWrtWdrx49X,"(xGfxWjy3t1 , biOTpwa3lD)",CnQRhFh1SQ
ucue1h2uIZ,HHYAG08dfcKm,"(K6LnW7mmG6 , YgLqOeLTSK)",FNJ1BWoRnV
HlvuRwgESF,HHlfFbsvLkyl,"(pmFcHwzvBS , bNQ4pRfPMD)",n3gW54q8ra
Npl2YfJgXR,HHC7QwXnGLQ9,"(MUZjoq7x5J , glPauBwytL)",njPSxg7vnx
69KoXjqWVj,HHWXmk0QSAk1,"(R30QtNr4La , uAJHU7zleM)",pq3o4daOfh
lPTNacgxGe,HHHbxtkwnBKP,"(yfLLv2jz01 , jQfBzvSi2b)",UJ5MB2RD7W
NI633a1aNJ,HIG0HYfio5yz,"(aWGHhzc9q4 , f4D4Fci1Ui)",mksZRXQtUN
RON6PbGCbE,HImdnoPJv8uW,"(UC0sj1KaKA , PrYzjjUuyi)",qpOKVfsSMF
6mWtG4Ly07,HIf9kObf6Trh,"(YzmxDdfqn0 , mGUnoa6ak3)",1Kp1hHs5qH
2g0iV7xyPV,HIylLBAppnmw,"(KlqAysE7Z4 , czBb2vkU79)",qqnAlJOa92
sDYbAPvw8F,HI6wnvUhIq8o,"(JNJwfqv9Fh , PXFE8X2R3r)",IlyVt9f81e
cl6pQnfAbJ,HIkj4BzTK4ca,"(nTexMgkdAM , KHOqbDEI6B)",9OcgyNCiM8
nNBTBXm2uA,HIUtppeGH1Pk,"(e1QklH7mYo , i0LAT65Edz)",Scw5XqV2HR
KVBYldB5oD,HIv5Lblr5bL1,"(K5l0Kk1vKq , wWgPhsxIQE)",iuzq6T5oiU
3sF6xj6AjX,HIkbxAbehCQD,"(9Om1lCFGBj , JnLh58ariG)",VAqXxjZ2VS
tSXNn4sqVJ,HIOuhy8CRH6w,"(xCa4BAdd2j , 6iiEqQsO5J)",1Y2GPSTEXi
x73rSVU2U8,HJ8xpz51J5ZK,"(2tqlRyMKJ2 , ldD3hIFexz)",Y9E5bFov7S
LuGrLBpqEZ,HJFNkTeHhQ13,"(SNQAObXwWj , CPSLonLeh9)",WuLcB2T6SK
UAZdvf0rSX,HJEr9Yqj4iDH,"(AYDW4c2rPf , b9Eomet3AK)",LaHY6jyuli
hbiYVxAGVb,HJS9Puileg7p,"(oOdordPQ2x , Iq4un1iqRQ)",Di6CX6uK3w
8p08O7Vyct,HJo7mrisTEK6,"(jVQRHnAVgZ , jJBE8102fE)",kbYtpz9B8i
IPP1nvJI4x,HJExvcLVYUaF,"(YWs6YYTLaP , 39FdZTm3uH)",sKREbwiyKi
14qpPBl4aa,HJ818AvjOjwq,"(A8JpV8YJFs , pmHsfjvThf)",ZuNC5vZPIQ
XV8gpWXHUO,HJaAyE87veEO,"(00SJ5TAkVi , nhmZroEAob)",7VvVyn8J9j
ALa3MLga0H,HJkmEleT75aI,"(Sis0vh1Q8Q , fqfNwGAX9r)",41wRsukQd7
laTJYZkB6v,HJLXuMIrkifA,"(QsuS2gL779 , 4BKIshVy3Y)",9V3jynUade
kXwDXe6pJH,HKRhvVBymhWS,"(8O5yXTSklx , arE1HqkUxc)",kCHyTlZJiS
GQ456TR1Q2,HKCNqwSwSae6,"(sHMBPfS1AP , GQW2CjrN6U)",2WUTw22Omd
9vznaTRaTs,HKMKDuEAu1B8,"(tw9BPPH4wY , 8I4FJ0CqmQ)",GvPFZYAAIE
EqOGJvQ4Zl,HKYA0J611UFW,"(IHPzQLcZ02 , vWN4e7oSC1)",pkeY0ZAEYj
xqNtFNCfzB,HKXlG6Y5uQVj,"(tAJ0WQCKOC , DdweUckkVd)",uNBdFnkYga
yhKRraafiq,HKb8TMz8tzry,"(oh12UHlA2U , fWrketwMvk)",AbZBaWGDQs
AdY6ucCCjg,HKCrUyj41wO9,"(Nj7WFgHBzP , roCGJo5Dyw)",DgaTXZoHBy
HfaqaNrUR2,HKZiroYGliya,"(iOaHQuJKE2 , ABB5XRStRR)",792gKfadY6
FbJzQ4yF5O,HKmVtNYXoszF,"(VMZThK5vng , H6ageXcyNl)",Df9xYYmyfF
F75cZpBHDB,HKeLWBDryX66,"(zkqaQk3Vgd , HPYOPyLaTO)",60JhvrstEB
FRNUNTCLjn,HLGyHcsbWpmN,"(7x89Tb7ZD8 , Celie1GAwF)",2MTAd6WrZ2
73LGqA1jgV,HLhH7ORTzJbR,"(xC0YTHzqWp , DNWPibV3Y8)",ooU6ZMKg2k
1OIa1nsN64,HLuwkxmxZXge,"(rNnkaDHjHq , ANmayOLTQF)",gmmfga9CJe
OAYk6zg6dQ,HLjOyO5mSwqi,"(DFyJ0RYHhj , hOZmoKWD9U)",HnzjDeM5QF
YMovI8DNtW,HLNYVgApALGM,"(TOQ5A0925g , KQGit1G0Ws)",Sn7f5fErVQ
xzFnk70IXO,HLl3wZ86FinZ,"(alexY5yppb , ydXqNiuZZF)",Avb78pUwQE
7wDHJnORyu,HLnry57nelL9,"(tOzAPklSmU , FAJdSQv6a0)",2F2WpB8Fww
LVqLr8GFN9,HLvjzOJVXUFC,"(MeDoaRUerx , nr2ptEjm2I)",NumrFabkqY
czhUztqwHT,HLsz0gcUs5ft,"(Yv0Xs9I2A5 , YD5QYfHNHR)",zI9BTlBTsY
JtsQynesqq,HLwU0hnQoR5I,"(zzt1hF8AFM , OQ7lOV6VGS)",YrZRqPdrxj
XYOzzsMiLN,HMxbuw6NstyK,"(Fe9FjbPc9v , ojUiZs3bly)",gQqvfnNnSU
hFQISFfoVf,HMbWI9Onb9OM,"(ZLQzNBvtRA , dH578EkHl5)",DBXYfAyvUH
oondqgeEqf,HMG3DlCnY8fA,"(FAylx6x2rq , XrNG1MLDze)",lcZV9RGg5T
HAjnERDRmL,HMJUtYz9Wnwb,"(QwUdn3gTpR , BsZ0PvpOEG)",A0XsQIgCaZ
E7P3BtaLlR,HMvgZdmfcMJ1,"(4OMGzBfgrx , pviVdFuz5k)",5vs4UnNkTm
UeGnrdbFJ0,HMBsR7CjrWx0,"(i7anGO4lWK , z3FVlA0dS3)",zHjNJDTfnC
2D0r32WHAW,HMORa2VKxYqT,"(soWfoWU3fd , bFOTDtdbCP)",jGmUbCS9Ut
CcbZHkqHsM,HMObMiEVI0ek,"(WdzgFvKTzi , aWcTQh0j53)",JIIeED33Ux
7V5lci707G,HMtTR1z8Irfp,"(1MaElNNkVa , 3sde8CKh1n)",AeTh8cyNwv
BmLIMQJZXx,HMcrMdfyik3a,"(BfsClkk3t1 , ZsF2uWUbWW)",pAykm8j5CJ
H7KONYKsDD,HNPiMZqyt0Ne,"(HOXlImafuO , pb1GEnfYRX)",aGYsWum1zQ
Lho0mGGQy6,HNq9Zhf7QLRZ,"(SA4xOuMtfk , rvwTMuqAfZ)",vev2Jj3zTn
OU32yKlHlV,HNErnxFvCgBy,"(64ko7XHWuF , EenPXvOlGM)",6HcIdjybMr
xleZioCAxo,HNFcNfHp7aAo,"(EdfgIJ3LEA , PYSTpBxOl7)",JtZjVoOhrF
9Ow8zNln55,HNlghoN1pOxC,"(ENz8hIyDmJ , 04Z202YczE)",Ebk7quNuhV
9De1EBXrmt,HNwIDZrBUfF6,"(aRqbShlr7Z , xwrOA4RVIw)",swxI6cFOfZ
50Qgb4liJj,HNnG6bz6deGa,"(sq0BG5mdIm , 0h9FKhL2mv)",Zev1QoKi1z
OVqpPLlrKs,HNKwhGqG1rx9,"(CyCgCUxdYa , eNJBofyl2z)",LjcCDIBbo2
pyYmZRimx0,HNYKXeh0q35b,"(FfgykrMVDP , zieaLu1amO)",19m4vfBgqZ
QRaYLZQnzx,HNdJ5rldUJ4a,"(8Gvwkp1kUX , fzbfQw5lKj)",YRN005BOwB
UBRnXVOX0U,HOQAgOQS4nRa,"(2iVHOAGh0o , H8XJzDTpMC)",QyEQ0JdTVq
slCqNvvwiw,HOfunPPdSsTB,"(L6x667bi4m , bhEgdqQAre)",WJysKgg6kh
UZd5bJnqnH,HOypRKN1alg4,"(GSOFLvcgoq , mgvBgTqcqZ)",VAHy1pmYQ5
qYmBWsRtAp,HOj8c2zojo4v,"(R1AXQioiFR , MZ3YRhigNG)",he7sxTib9U
DLZf9RtMel,HOCIfIdud6Ap,"(4iqTUIWWKr , maDbwdAomp)",d8gwAYN2DI
n0dJWSlIT4,HOrop4cTBofN,"(MrDMmfH6Pz , dgZGjWviiT)",MAynPKmCmG
60ksom8esv,HO9l8suwZMD0,"(ozekJVa1L3 , BRpuFNvOE3)",owUoZLWOiT
by0xlScFe3,HOfjIc0EKLZS,"(gzjf17WQzg , VXygFpHcDn)",QWkR4zzP8p
75urJfB1KW,HOb5ZRNToUXN,"(YWlZUyIW8o , VrBz4eec5u)",C0KlURPXy8
sP20BSbr0D,HOxyWb7woILQ,"(4v3KedEmsG , H2R6hg7rGB)",6x0NqMqkVT
b49U1sIavj,HPScu2GQvH5v,"(e82gsa0nbW , UmJelLvgSn)",HMm7E9VTRu
bGS9L3hk7V,HPSkUvDLgzz5,"(dUj3BZ1liz , CbsSUA5Nwl)",4iB8sXRgIL
uruod0CoPK,HP83lQCfzNNK,"(0tMvZrD6ey , BGhHkwI9OX)",ZDTP3UmoLa
Mb94Scj9ey,HPa6Mdw1UIQq,"(8iu2O3MEej , uLX5wBmYHN)",1FBx0oDSq6
rxKgSHcDsw,HPHKGEJ8WFs8,"(v9eR7Lmffr , 2fm5m3BF5W)",j4jaWj7ABb
fLkrn1YoMK,HPeR9uQR2w83,"(0yBmFsQjj6 , b50IXstI0L)",i9n5CY2cT0
CASLvKrzuE,HPPxkTgM5b1L,"(WDqxWOgH6x , VTzp1bNXsr)",879vrxpzri
EltrKskvG0,HPybbRCz7x6W,"(tj6eROXNRw , l607ZDgOIU)",4aYBLdaglp
s6l2b2sdxJ,HPnimO7MmOZ3,"(bUrvk8Vfy2 , foTHDlPe1n)",SA4B6c5w4S
RP9uyxCmTh,HPKXkgba1AIg,"(0PAVY3Kz2m , 2S5yHuSJxA)",HAAXTPpJMT
zChRQVzS9O,HQU56D8fQpfr,"(G6uzerE3Ij , 9TaCidY4Vh)",AfPFwa6S9A
OjlTng9oSw,HQhi1waOQ4Ur,"(smOK2uMn7N , dQoWxqNoXS)",Xjv2JbVpJC
daUPUgkHRJ,HQjlvqIC4lSv,"(WWPl0b2azL , mCV91Gr71I)",m72mJ13FR9
QgS3c1mnXc,HQcKhthp2KmI,"(NmMxd9LUPz , JdWXLNRjd3)",WYBWRoPOfs
3Da4zXz9Cp,HQWyArnXuMSr,"(EggxTi9Zlk , V783rftRru)",L490BdAdUE
0YdwBmm2Z1,HQjO9xHtA5Ds,"(nzeQV36wXK , i9jUp66FG7)",4M1sqi46XC
nrQTosjvUz,HQ8i2JBd7zmG,"(yC5yNW5NUK , rW5ioMspUl)",Y98zIFDlRU
ydS3nNqz3S,HQpOjVij4U3v,"(3cbRuYZOAO , HpEvEaGKUQ)",yc1tbdngoh
fQg1HlNwN2,HQUaCbBhou6f,"(XIOEcvYhML , dZ0U3ITtHs)",NHs0TSHl4Z
vGbjQC0O0M,HQxjEFyxkLc7,"(H0O7kYbj1A , sSmHTuAv6p)",fSLltdub0B
8USTa3fZH9,HR5pRDTZCTRt,"(X2itM66uml , l8zmeqV3Di)",u5rjzVchNQ
5tph9RRAbr,HRxO9Is3NuWp,"(kvHKoEgj8g , s9JjFR0AUU)",0NPrdL6A08
qlESAOJlsY,HRqyCMtZi5GJ,"(9IDOWiGz4L , SBV8K6JLmM)",brKp189DWY
uXo2y8R9pI,HRMdvOw4L2mw,"(B70RInpwa4 , JdTch6n7gW)",ec5RSG8ySi
Ario892nOF,HRJtOZq1LsSa,"(G8caybRO4k , q5nlI05Px9)",IJoVqZD6eW
GW6DxbXFe6,HR8Cyl7x1qbk,"(SJIz7kwmP5 , LFULdOagJ7)",XNstYX5JPS
1OVQhyIhdL,HRqRjSSfe6pl,"(z2gZa8eGer , agP8bDDqew)",CsgFXaYEE2
sVQV99lX57,HRTAS3wgt513,"(EWVFvryf8u , iZIDTzHIQd)",r7pUcdLRYs
oKhqTQdIeN,HRl9tX9LirPL,"(cIwaA03PN2 , X6y9HWvcUc)",ledj336Kx4
4JbXJJGnq9,HR1LgKoTBceP,"(QmcAy0CdF3 , zCOIwZibg3)",9pOFZ1T5Zb
2f0rNoSmZQ,HS25Oa8P6942,"(9AbDWczAEx , COObHNLCHY)",3JISvigMrJ
U9erpZciCX,HShaoFF0fCuo,"(bvInWErW9f , nOQoFVhLmX)",yrjvrw1WxQ
cE4HN83ROy,HSknl9OvO3Q7,"(jy2XHATmLU , KlcpofxEFR)",g8HQ0cp5jr
zoS1lFYLk5,HSrPRjRxfFSW,"(K0WxvD62uf , eIBTvRegP0)",FaHbIvABMh
aVbDnLsnHb,HSmhwa5fpF1N,"(yTyuLkNlM8 , m74EjiPb5t)",6WDRjCvvkL
FJbJ9EtP6P,HSHRYOQxaPRQ,"(2DQMa3Qejo , 09sunuKjvz)",33fJ2XMojt
FLYjAt5GPh,HSBlK7Zogn0b,"(NyNReQ1t0O , AeYvzej88p)",D7BuGlUjLH
Q6z8Q7FTf0,HSAvdvqoG1vf,"(0G3iOgPNQy , jdi5mGQZVV)",TlkncPBngq
tEwSYhVgvi,HSQk712xVQ1F,"(WUq6n3szWK , c4IBJ4Yk39)",dK3rG3HJyV
CdFfBUKM9A,HSjlusqfVWTe,"(7WjwqOtfYV , LIw4l61Hlc)",TvfjirNVPU
Pcm3NqKdbB,HTp0EzJqAA21,"(JDSJSECVBU , TjDx5eKUkb)",ZmUmDQ6Hgf
Tg7rgiOirq,HTrRNkiVn8Rs,"(IU1ag9KyOX , U0SPp5ycBc)",ZHBJlY9cMv
nU78C6t7sY,HTdwtowbmteh,"(cenlrXKvZ5 , xwuHYE2yF4)",3Shp1df0hW
sURY4FoCpM,HTDZPX7nPifH,"(mi3GEL2rcz , XOeei3KBm8)",phpb5fFiGc
cl1TfFepyF,HT9hD6IJDQHL,"(IB3DdHFJ2b , 7nE4qYFuNI)",3Je6Fup5mg
pFvKaC1rl2,HTzrXOtfmvZl,"(YDgJ7iHbWJ , Nb1cXmx4hJ)",K8hhalA9E3
TMp32srSwR,HT4kZ69fxEi5,"(SKWvj7p6st , 90AifBzUPL)",23zIpItlzT
6bbB6EdU4r,HTUj2dqFDcAq,"(98bROBxrnv , 87g8eNzppv)",2UTLfRjalX
Xu2zpNpBSP,HTyGQy1ziQYE,"(pVkKo7IbI5 , BjGTNtguNS)",UX4D7Gel05
WXYdqExu2c,HTnr2s54Dniq,"(sGfPKKQJPO , ATfGoAcRjF)",vCcKPp4u2o
NfGlGTrp5q,HUCnfqfRTyNc,"(8QDQRPiqBE , wMDK2LfQAS)",HnnjhjVmhF
t6R7aEN66e,HUp0JJehji3U,"(kJ2IgZiCPS , JpevkAS2ZV)",zQYtWwgLHV
PmFT6fX7sZ,HUSkiCN1tFgO,"(Hu5z0bylYe , oGjT6h8AhW)",TEInm87NlC
hDVwPeIP3x,HU3n5WnYxJVa,"(FhcsR504vA , 7kWtCMe8BI)",IzUQEts36o
rqoXpAWZSp,HUJ8ZD3EocM2,"(76hIr648MJ , TKyb0xuGem)",CgIlpDBKkx
9qOio3dhYR,HUtZ2MK5ge4h,"(wwkMANYZfS , si5xj2G0UC)",IjIprAQXm8
mMOHKspApc,HUiQoTNYkHXT,"(NJklrzObtC , L8GabbX5UK)",m9kDOjL6WC
gArHgdrfPL,HUiQZACMM5Hk,"(Px9fpbBs6j , Ucp28O9WCF)",EKXJxz6ofA
xxxgMiA5Pt,HUGIvEy2PW85,"(eLoRh3CjuR , W7m93vmVI4)",UfljdQgHNS
gNQhqUd8tM,HUZjgCiEVexy,"(HGlOej8yMs , APg27rvdxW)",vy6ujwiZCC
NJmS4CZRXw,HVQu6FdPXVBW,"(Nnd95qExt6 , V8nlpEurjy)",ENEAkWBxJ9
FjqpZnkNnI,HV48PeZtXk13,"(R0QLtJHMgf , YMPAqsx3dJ)",yAPzeerPx6
8jEWK3EL7J,HVcjikn2SlCx,"(TTrYdYXABn , RzJyMQDbFJ)",LKUxpRF3r6
WCjLhfEG36,HVA8HkvRgjkk,"(SX0ECsDF8n , xuHbj7HcIe)",eyonpq0OOX
cmH0pgtPNd,HV6wU0i1gjoX,"(n4Lbe1xhgQ , XDgI0NGfWV)",chRzR2GaK5
8OUa7oYrbL,HVzO6C2BOXHI,"(xzzXPmNwbu , o67mZYsZWW)",9huuCJdUFx
ANR8peaNUt,HV3efHftpRuz,"(zWsuoCzoqG , CBTvajWAab)",gp4JPneuUL
tsrYrX5DK1,HViLia4tScN1,"(iYt5Sayy43 , er8tE6LxSg)",YyWdvGRLi2
est0nsWuUn,HVitHtEHt7xQ,"(D0CY3eDBTp , NsP2T0bXOI)",lbCjyTICsp
SyPPkQQsgj,HV0sSNfM8Nqh,"(6N1LwPjOR0 , TGKeXh9iwK)",jnXB4os738
uCmIVjrdxD,HWesiQq868GQ,"(X3VmL4DlGu , LHqEegdqZi)",yBFE43k9nv
leHkNuyNYm,HWvBeXfZZ472,"(FluzE1QowI , 9l6EKWQU4E)",1yleV9ki6Q
HbWq6OMiya,HWr0ef6sw9YX,"(A4EBZRjtJ3 , siqU0km9CJ)",5ck8QQWFNf
xyDzmfNUYt,HWGAJUWykGjD,"(lEga9TJpxX , rLzYPG93bD)",aDKRWPWQcE
qhXlTmWiOi,HWHW7PGLAbUf,"(X5m1GZjzAk , aAdf4wU9i1)",PKSmmXR2gX
9B0vUbMdE6,HWgUOlgDmJXO,"(2XpBBUji3K , 9V7V9Vhdkj)",Z679SnwKXG
OJZOx5gtIZ,HWYyydJBvMdl,"(QvyLyJO4tm , ixPXK44p47)",6eWd14dBzm
I0LqnKl5Ab,HWgK0cZRWKu4,"(Vy2LXRbLk3 , ljFlQwpXAc)",qoYEnhRQ7Z
gO59RXW9XA,HWQNcGwKOriy,"(lScgJaClla , tqpP08Xf56)",2akRtPUytF
NY89kaeUMf,HWoQEKi1filc,"(h1IU40NYT2 , ZuOXcSXyGF)",4Mq3z3NJRf
fRatUlz7JO,HX73IyeG6URv,"(y0Bd4zmHF7 , 9ryFGLwAXu)",Gk99A2sc6v
Avc91Rf4Fq,HXztImVmSoKi,"(VmtYzbQFTw , bKqbUpkQTl)",9GVdJ2yo4x
aRCL8j1i8d,HXVoyDjBukbD,"(VoZnD8VJ6l , Rvem3wNoK7)",prur9Sa5zy
EWGSl92Tvb,HX5gMB39kqPI,"(jGaSvzwMCn , FsPjtSvEKh)",ODwEnXCCEZ
PSTv6dfWsv,HXrmGEsWewFW,"(YEBEuzJUVJ , jvI64vOxim)",d6VfdnJyL9
rnA9IspxGw,HXOI70acpvaX,"(Iu51Q7v2YA , 2d082R6AUj)",os7Sjx5hoZ
UzoP0hRki7,HXaEFcKvcfpR,"(LrdCR6FjGI , c8kagOV7Yk)",xripQzMimz
NCkj74GO2u,HXXuFNIUp0sr,"(dMDC5igOHD , 7mgI6XOfpa)",DCOPXHHNnH
SfcRVITqut,HX4a5gQk8TP4,"(1ALCcXBqrg , p0qde5TF6T)",knwcXhLr6g
OPCTMxtyjQ,HX7bpNUfCk9W,"(Y0bmTVZLoH , ZcEDVwvyT9)",neuzg1ERtW
s2iZvKdhmg,HYt5giGHzVRa,"(durb56ViP1 , VKhwcJrDUD)",YHHNq9TDDi
Cx0mbdiRkp,HYJvnwupi4je,"(u9uQ9u3tkJ , hGj2MAuQSK)",W5gTKn97FN
vUDWIBZTzF,HYi3xYzykOK5,"(TEIbIyX4b7 , SUayXA6kFY)",TRqhTa4W4a
t9am1y8VPW,HYHa0t4Nbgpc,"(CmBP9ND6XY , 2BhnlPl1b9)",BnUFrU6eVV
lSaKELcxry,HYmLv1KGvNNo,"(xqp7A1ZDb3 , 06R3DNTQs5)",Hsk6VVlTKv
ojaG28gaLR,HYFmj8dTmmaf,"(wLCJ54GEzl , Q856U2XNmg)",6Yiw984eui
VDHJ0syK1S,HYnXLLrcuALK,"(gEFYW80Vzt , DpoakwpW4l)",rTiL9WSKg8
RJxN6KkXAS,HY66yrlTZViN,"(fxLc4w3LiQ , Q7zZ3A27EX)",698ZkGQi2H
awrWUxBBeK,HY8ftow2Nz8j,"(Z3UsNue8zI , 0o9CwpMQ2t)",geQNyUSIjr
MyqqlkKFXC,HYvdsFIkrRZH,"(BPJQHxPM1v , XcD6ZKkFNf)",pXWbxgVy3k
3MBbSlsLUs,HZ4oQBntzT5o,"(XPL8zhpsBJ , Gg7xlXeHgx)",C4UfUMcroj
BZVOticCui,HZL5IvN9Ni5w,"(dawYwbs80N , tXfP0kWqQK)",OiP5atC9RT
UaQGylTAaZ,HZt2sng3C8nI,"(PVsIlQ8FF3 , OrAV7ri8Qw)",nIhekdQW13
T9rosH0ePr,HZUVrFmA6NpA,"(ol7kBxfgC0 , v3Q0i9xjSk)",7C3bneGBrD
k2weSrX9u3,HZpxOiubbsBC,"(NLjI7PmicJ , IqJcxU0wIN)",jIThyQfYhA
xlbWyV0KMb,HZS6vnlSfmmB,"(hWoea57vpd , gGUJJzZoPf)",4ToyqtHETO
YbSA5kPChC,HZ25fqxHiWwK,"(cvXwSrA5th , S5vchj2IAx)",5DMIQoFERm
KSlrnQCcn0,HZtDIu1IC6qZ,"(I0zVEd1y2h , e0VTjNGIBZ)",GxvW70uI3d
UR7xiCmsKc,HZAJ7zXrxnfU,"(XrVzooQkRh , VtPP8yEs3W)",HojGYiok18
TCawuVhW9M,HZYDazdvVAx2,"(vQNM4Bji2e , 632GWuhxJH)",QOjNteHM0X
KpLkCdGT68,IADmsVuidCP0,"(NYsFtiVf0R , rDOEhlVZ58)",JGJIec2Ami
7AKtnegAk1,IA0JJpq5h64i,"(IOeW4DTkIH , g17Lc9uoau)",ANdI9CX8rn
keRCsGUPxs,IA6DBEq12hKi,"(rYicoZUAdr , sAlT0YRAYU)",cpnK5k3EnC
