id,entry,lifeStats,sort
Nfv5TvJ6c1,GJ362HaqzCyH,"(YnHFeaeLB3 , y7Z2CxpcJE)",PZ5LnIk296
Hme0E7El9s,GKizP2AMx3zi,"(dj8jk0mhXE , e5E1g26sYh)",uU4RW82xvr
zP5km0p24F,GKAKvRjREi9T,"(qsEC0vYC2F , KKxDKLp9wk)",tQU43S8ZaS
wLtAjoUnG0,GKaEQHPn3sxg,"(Pfnd9mjdQS , Kn9b5a8SwE)",5My7se1IlH
SynggojhLo,GKCjJLZGQlH3,"(l8F89dv9qg , mFbIU8ANZk)",94bqbnWPpg
6rYaj2QDYl,GKgpveTBe3QA,"(5PoWr6Nusm , Ddr790ZXzc)",jSl3GmDWCZ
ArJYwXdjo0,GKbalxeXvWoe,"(y9RANQIvmp , L477w86NWl)",9L09zOBi2m
C1fjlw50tK,GKNvYMpFGsAH,"(gUlN7M0dQY , TE0l57PQtf)",TdVzISHBr6
8Ph68DAB27,GKbyIE5vUPuV,"(X7W3f8t4Hb , DeDMQSTtt3)",mi3ml0TPcT
bqSrZFIdbV,GKAPfrZQGtwR,"(YNhJt3Egxo , deb1wuc2bi)",AhSkJW8gDe
4NsSNNZWbE,GKB7A0i53afT,"(kcnMWdpY9T , eQcbNIJE1K)",pOWCLTJbNg
AKmurRfwFz,GLePzjqY5joR,"(1YdJfMlIWi , aDyYSw312z)",H4qMT1IE1u
0c7DyXelCR,GLhTcBpI9mUM,"(lk4plhTphh , PhOJWupCfQ)",39qBQWDu4k
0O2I4csxd4,GLkFjGWqlqyO,"(tWorpsbfrW , dX2X7I1JP8)",SKlx5dsY77
Yzs8DNfTjv,GLEIkdTd5D49,"(T75H90WUOw , a93b0O1YrB)",ToRU8AT4WJ
8GifJio7OY,GLrmtUVDt2Ur,"(oMpDOxJdeE , qHWBsEJRrr)",IJjaLdWKsv
wzApE4PEJR,GLH11Q1Eyh6g,"(QaNOh7uL1f , wbrzk9bCCr)",p4bH4oFmBm
2KQp5SgKk5,GL4OGvqbgFrc,"(6bPP38vGMr , Yzvzzfv6AW)",KfZEl2kctp
7Ul8efFp7B,GL4xMSHTHLDS,"(LO6tSr8msS , h9GdWNDES9)",VDwUJnEI8W
P22GF4xH8G,GLUihJyLBo2N,"(AhiQy6aVdU , 1l6is29mx9)",4WbMJGQ5IU
aZJdVQ0i2Q,GLgWGT7lGx7U,"(CGyZCU35i9 , nBvEmF0hbL)",GuTc9tZGxx
PiorMijHHV,GMaRS3ZylPFz,"(zBOk4Abn51 , rZmir6wp1v)",wUmfKkNVKX
kV9Y3sQ8BF,GMl9t6eTZqZA,"(TGmopUnzwp , 4nekdwsfFA)",96WmbQM2oE
rJQd5xugL3,GMjx1FoEYQ71,"(Jq1eTm2EBn , dXmVyEdpuS)",uqZb68UzbZ
Xq0jwLxmoC,GMaftXJx61IQ,"(ljCuM3TSaT , ddw97FatVt)",wyfU1DdcVb
fPgkJ0TKrq,GMW1BuLh4LDf,"(oHmwpBccwz , LNVDzcZpGJ)",5UrWXqq5gL
IPQPyAEyax,GMDD4InFAsMJ,"(j2m3woPFk2 , YgvMQaeWKA)",rez6YVja2B
dLNXEjF1vD,GMq6wvLW0iTu,"(hNhdK2DdxX , 3IF2UL9rXw)",GKZFmj1hS9
Nupq8hRZOt,GM9SqlnS38Fa,"(e7YoIkpVzJ , TYeLpU7yps)",RVGSmtqYoR
jIH4SzAnpX,GMgpe0yuQRWw,"(f8kGk3M9WS , PKtyUcByvl)",87zhxwMGXE
O3nD0vdIMj,GMQvRrXfcwHJ,"(bAu6dJ2TOE , xl1g5o566Z)",d3W5EQfK72
BtJ5nuZfyr,GNLEuxLlLDke,"(M4liEbzyIl , x00Oijuf5t)",kMZAItnB7M
3Cr5JMJ019,GNknphp5WKvG,"(V6ERZtQ1S0 , Y8EYxWylqZ)",2k390za7no
VAADM169j9,GN2nrB7WQ7vC,"(6xgX20pnV0 , 8dK4eGq40s)",V0tk2LtKQp
YifMqvjUas,GNQYXqBrj633,"(vEAUV8qKeT , HmsY0eVM3P)",NDbnhG2iFD
1OkCwAOm5S,GNW2Q18jMLkE,"(kffAU3KF6c , EHKgiKNWzQ)",rccGPwShuD
2udL9AokJb,GNcU9DFSC6yI,"(OedoHWmtZ6 , dQsfdTjqVG)",ei3PiKepuT
KCs8ryHsmK,GNDPG1WSQ4te,"(GRo3E5Q5r6 , wcET2FyxuH)",baw638nqkf
lWgW3W1hpU,GNndcHjBy981,"(xLtDZWOzyI , cWIVY3r6RH)",0ixycpI6AP
yMI1mrJcPv,GNavFguF0Np4,"(pfd2susKwL , evITz2oAm2)",lE1o1J1cGL
rfrn2MTHXK,GNaW293mkZcg,"(hCSdMtgSnV , 4dLg83UW8S)",c8Ui5oulEk
as3dkKa6rd,GOvl0cGpM33T,"(RWv1bkAhFQ , UKRVAp4sDM)",Ww128unYPt
Gar0jYx81O,GOS5Un626p0v,"(NTMsAUsrDc , EGU6NJA5bE)",VD6ciUAOAn
paMRLDv1Ic,GON6iIUJIlPI,"(2dBirmVcms , zaeVH8DaqR)",QYYFZ0LRHl
1OFVKorCEB,GOQj56iLY7lz,"(aVZ7dlICNz , 8MjSsqkM7o)",tPK2rCRyew
D5TJkfsxHf,GO6TrizbCAyK,"(a6UduItxT1 , kQJlse7o8y)",fhrWQwIo1Y
53D7uuRFim,GOskyLjAw3nV,"(r2dp87EISd , 7CWtiGQ0z9)",03NUb8fVJA
E0T3Yd2iYf,GOhbA9S6fkoY,"(9TlbrLXu0h , uJoNK4bXwQ)",o9QiHh8BtC
wQgChD9R0v,GOfFvJXWf58H,"(db8NMqSBgo , Y0833Py3XJ)",Lut5GpskYn
h5tdnogT8O,GOzZ1uRG2kBZ,"(BkluLPGrlf , Y4IqCrB4OB)",Cfv7LfRdu7
2xC0QawlaA,GO8Jjhd5pwxX,"(92ZENe8TvR , 3ldtLQBW46)",Pwz9T2N6pe
qpfaON7BuY,GP2qjfmegF7v,"(w6u50TQm7p , 2SHaKrD4e3)",gxqLkAciOK
RfSPgpz34V,GPeuROuo0tie,"(LbdspYOG9l , Nq5mrgR7Za)",f5kbW8JguS
DntodtDMG1,GPQVOIfD1pAY,"(ERQ9KRuKCX , WyDK1UAMcn)",pZbpGgQ881
WCektpZPmf,GPgVP0iS5K2t,"(tXjMQFp4Vf , CyGu01b4ah)",lC0DFcopIp
k4b7I5NbuU,GPwUJjEfATPE,"(r9TNrtlLaF , uxfViBbaSl)",UK3ihD0cyd
tLwYxK6n5o,GPtxkaVLb0cy,"(GxU1M4T04F , QZQ8SWAh2p)",Pg6waKnCyT
NJMWbr1Bs7,GPpvVnmmNSt7,"(z0Swsgg0qj , OffiweoXu8)",mIxC8CuVZ4
pXAYviMkAV,GPykDlwaDyzC,"(bBV2JXpxTT , dmnGcyAS6C)",jA5oNFoPmB
2leL7R1Zrc,GPnVRYf4GkiS,"(fu1mg5dWdh , raVZqil3AJ)",dlLI79dxAj
vY29lIHALO,GPJT0WW7hsIi,"(Bv2VdSQuko , Gxnyh5QU3K)",K23yjyzqwX
X8dQP0o0nJ,GQCAueRE7sLg,"(d6kgaU5uAb , 2dBSfU869Y)",SHZwYy8Pwg
SP258ZqrOk,GQYlenQ5BYCa,"(lGoXCrZnKc , IIAPtOPXFh)",prO60G3ibf
ygAsf5zQD4,GQNdqMpVGsAp,"(fdInZl5aeV , rANkdkUZtf)",IcM2wOSzr7
kJmIbIpA2u,GQj00eXr8Inf,"(OBiyZTVTyc , mq3UfLu9D2)",XMylcbOUH0
ZLdHnGrXGV,GQpb3dbVTmoK,"(5guOoVLy8N , U2c8OKypk0)",IXKijh18o9
S3wbIaN94X,GQGzLS1Y2KP6,"(tkhGrS3PbR , YDs2lebcEN)",57HwQU0wRe
URK2LJVOQ1,GQ566yi4ZYGY,"(NYlcBjspvT , rFidu0chwe)",FCcllMBvxY
PHpBhTHOmk,GQNZmCkddihh,"(PqIX4oILCQ , 6iu4eaPOo2)",a4gZ3LLCsq
OKwZlWmciJ,GQyeQuTgEMfU,"(QIyXTMxR36 , 7chYbw84XT)",m4C3bN4Gqj
Lw7fa4AjXy,GQSXzOsggmYm,"(91t70dSxef , p8JhHfiNLE)",FzUw3rJvKu
RarAnmQ1rv,GRZDzJCS5F1I,"(tGcYsVn0td , oveBuoN4v1)",1ltRDpUoph
GhtgmkaADb,GRM3qC6EGgDS,"(6zQHw5AwdX , 4UOCe9t7EZ)",x7E1mWNIeo
Gi5pp67wN3,GRgXth3QcFzP,"(Azzn38nXrc , CYeTziseWJ)",oi9s3OeIRX
KdkBGkcMMs,GR3ozE9dJIe7,"(keJVeAmx65 , PATX9ujz0T)",3GSfKmp4kz
vSzUdLT42e,GReHUMgtKVRE,"(YR6WJAcoqg , 2N5c9QSPxJ)",GVCCTdIxEr
nSKsO8fFi0,GR37aOeMOEfW,"(MZxpObh9Ho , HW7v74F1X5)",SZJwwbw33d
dJ7pvwaJYK,GRomSiPkOH1c,"(t0JsyAmcWX , BC99oSqpSf)",zJJjd6uS4R
iWhgFdJgid,GRju3vA1efEU,"(g9rrzADGl9 , 1lAl6BqDZu)",oTpHbxJkmm
xfc7XamLl3,GRlRVzELwnfG,"(qPx3wQnIdB , AFR37Htd7F)",4zig7pVZGx
pKOhwGDxA7,GR5HSpiekb6G,"(r2ignhbVfo , cqroosHQKJ)",cuENMKnpRi
GxcRv7Xthj,GSb9J9SH53c4,"(YdtBOtZVSU , zwLi9jizUz)",zisFZUARTv
2MzI2R2DC6,GSfubAen6iGk,"(uobB2y66tM , iH3z2oDzz3)",Yz51kM0McE
KDJvo5jtJN,GSqPCyQtrN0D,"(xtCQsyeawz , F6NeRoM2so)",ZIl1tH6mx3
tnbyh4vGdU,GS8XGB71a0ax,"(XgE2KpiNta , Sy0GHfchZX)",CslKf1sLX7
ePgGp7xab8,GSBAqTxxxs5p,"(MxQaNjv4um , mzqrma9wmD)",D1PkSTtRKs
KSLaXC6erl,GSBH8K0DHDx6,"(e6CG1VYXn1 , SeMZcfHEp1)",Q5ty1hQ8Ti
kkeWAZLTcx,GSOaAvYq9Vvq,"(gynFhGaPLP , JQUs0M6QO6)",2frYuW2sq2
EvvmZEh5tX,GSCmsyTyJNxv,"(BE0YVC8eUh , 8O2PLH5nH2)",zl980FsqD4
iFHb8132eh,GSYMBHJo34v4,"(qhovyIzhI1 , 2lKseaO86b)",R2Gic8JYep
s9R1xlGjRs,GSfCTFrboV7V,"(THZjNoX0IV , UYudzkl8Pb)",93jVvYG5sB
6n420LkaJw,GTiHNaYJJZzU,"(wCjYKLlh75 , DA0TcmAgwB)",paC1WX5hPF
mY07NRAYNO,GT9yXZdUiTSs,"(zXKe8vQpCu , LQBNqTJ10r)",LATzKc3B7r
KefvBhw89X,GTmolvhdRMwe,"(dhrwLciwNG , 7XKAZbFS6C)",8seLgOLw21
DbfTtDNh3d,GTPqJgVgUhXs,"(ER4o7xNL4B , hPYipoL52Q)",Pb8FB6Dvss
nt8uzS0iNe,GTpmJdnfF8Tk,"(tT4T3zIPe1 , Kl0VAEULrg)",Xtxxyh42Mp
8ByJy9N35y,GTKpd4SGguri,"(z3BCxNMHgx , 1MoM5lf2xq)",BzKUnDWGYk
RLgD3zOdLN,GTyhJQRxQYQ0,"(WOAUKvIFDa , p4eLu5r5s8)",xvCjNO967f
BehwXWWbwR,GTPfGd7xE0Y3,"(xbgqcbvNo9 , HCQdo5QLEc)",YoiemkRg6o
5AN03aHkaw,GThkxTqsXIFh,"(AvXZzPvkGj , amv97WeCNz)",fDnEI1wlb8
ebAgeWcOs1,GTb9IoCpTeWy,"(5nQony1iXh , WzYMzD9NmI)",Ii975JBA0y
bC3jsVyQbl,GUqi6qNLTmxM,"(ZqYpVgAlOy , NPJ4TmZGcf)",ZurJheRJCC
Qi90WP2wIg,GU7bnm9gc8Ep,"(tJHuzMcLeX , r8Evo4xAuR)",1D4qtYasUG
oIKKeOCc7D,GUiig50R007x,"(BSq5AwmZXf , Qhu7aZEFiC)",doIuOMvZo8
XwzdIXSOQZ,GUJgCTQ9dRbS,"(xXLScEe1y4 , 0c5iENSMqv)",6WFUUGyVrp
EC9ZxQimQQ,GURnvcYoGMO8,"(cYOpVD9Z6e , Q69V7llilr)",AB7fAqT71n
s17TZz0sLk,GUIF8zZD5hwC,"(p96hE0N5Xp , N6nQ2vStxR)",EI2awwn8J7
ieyxA5UItn,GU2dbsNDrAVF,"(6IFjSy3fZQ , RBGuQultSZ)",AjRQhlkppE
xrRWpWeysS,GU6IpEuEiRD0,"(FCMNqGCSup , 1OgiSDlfBz)",4zWiY481fH
wCkDXaZT3Y,GULtcFRZCKT5,"(scXTKYrgfI , 2Eb2s3bYwz)",XghPAIFz5E
h8XoCuuzT7,GUVR5zpeG4tE,"(IR52HI1fNa , kHS1r8XMdl)",u7sOG2nBnb
H0vD0xoB7B,GVN0PjNHbGGb,"(gejKCc9CPF , A7KOXiQssh)",JlrGGGiQRT
oJ1OVTNQIP,GVEe30ryK0KX,"(cs8Unjsw6f , FgkVg0IXsk)",hwzxKPQLwb
GEk1wzY9VQ,GVtv2IRj0Kco,"(ev3cb44ZWD , l5zU5yBrwm)",pVSHxSvpMM
bEl4uLeP88,GVccwoQvoigY,"(qy4Y3Sxmdv , XpRyl7w0p4)",8TNnjxCiMg
w3tjRGvF68,GVTHBrZKFRGb,"(olkVQXQwUj , 1Y0lUKet4v)",EfVgKR6anB
PpJeUq0Lug,GVLsb401lkV3,"(rghtQcKTYK , IXlKFOjcAv)",Je5rE57LSi
oasczmibv1,GVq0eVpqwPqI,"(9JEuvNVNyJ , pmMJ9OnRwh)",NfladoMpUH
eohk1mQcz3,GV7XdHqNNu8u,"(qB7Jc6l8pb , T3TgTrbkzI)",Aezlv6K8q0
tGT15Vx5Sw,GVC5nTZxskYh,"(2gaUriaIpf , wo5EiE9jnp)",VrDobvutQa
8RFXPmkXkS,GVZ5zGBaHKbO,"(Ub2dhTlY7F , 3zyCL9uSCB)",QnMaNDnyAh
uj3q2VtVgz,GWvJjwJsJrUV,"(avT3tMlipm , VOzCEdqrSp)",7FqMt4O13G
xDCXDFJKC9,GWjQ8TWmPfJ6,"(kjFhDY2XcN , qK8CXCTAuY)",4KWfpkpLvy
PRpv2nMGGG,GWHPf4S6wkeD,"(reW3vGwBE2 , I64Z4DTosI)",DPRq4xjuH3
ZAOU8gMJIc,GWmMDuWZBEPc,"(WbdWpYzFAQ , d1sSQjLohj)",5ePifcdlDA
lso3XPaPza,GWDggeaFdh09,"(hfr13Sq77p , 0B8CpKAmGS)",uT6JG963jF
GMYKfROXL6,GW3AwMOqO87B,"(ZFvepjRHPn , axgayqZA29)",JwvXNh1Jy4
udbTh5Bemd,GWqdFYKtjtyg,"(8QhpLCO86F , CMnfthklNT)",607shALCnG
FDkIeKrkus,GWkG4fqNTauv,"(rOjchbxCYY , WwTZdR4Y29)",2C3tgZpIE3
1XaLobVkAk,GWu2vVWq0khh,"(WvthWUl3mh , 0dKsMmS4CI)",e9JugQhpZC
95Ha4aYqoo,GWbgUak5M4XO,"(AaoX83E2ff , vUNuVzs8KD)",UHdi0q8DIk
0i4D8FvcR3,GX8IDrGytQze,"(nlne1SGCma , 2sSWIbxUKD)",NUoYWl8oWc
vSBiNfEFDD,GXrIxYH7JFrh,"(JcIAuVlRp9 , rFZAljAYXd)",5H3SulVjAF
xuvXzCbM7d,GXZEOYY8at0v,"(rBNQmcyxoc , YVlmYfEtDu)",WTQ3LdVFyB
wD6moZbLPn,GX3OSLvHORHT,"(BwGB5OmDcL , R3oELGewVd)",2AcknUf7zv
P8A95A1UM6,GXn1SyvsXca6,"(pmCCtwLCRk , 3g435GNAim)",z3tjGagR00
IsBhn7sgCc,GXdb5ZWg4jgd,"(s6LWYn8zX1 , jlFFYcyIo0)",iYKGOnLoII
JzPNz8g7Ck,GXun48I0Wsvi,"(CERbN7gJTy , WRugimijuV)",NcazCneCvl
GnAPGWiVbN,GXkDprQbNCbY,"(FbQuZszve4 , 1WLua5Luzz)",fjB7YYZFUD
wES8IXliW0,GXosHBr4v2YH,"(WVO2N1v4hU , s4sXWP6sht)",V2muua14l3
kNe0M4iK0b,GXbiwcFhGTAF,"(cKK4Aihtnl , G1Tul6Ge56)",Kgc2BGSPA8
9xkqpyqjhE,GYlw0Fho2GTi,"(I15ObTwvU4 , kiO6KgZtmR)",JNlKNwkuCF
n1tw8WA49d,GYKZapkdnxzZ,"(s3KDinKx6H , KW1uWn2fdI)",cW5MHbRa6W
ePOaUl39c6,GYT1UNTCMpoc,"(ozIReNvayZ , fAN6vL77DI)",UopUwi6Enu
diJhckmzdY,GYQ3glTwU3q0,"(nyTodI1Eu1 , 7ow4vvAAib)",I1ewU04z7U
gC73HE5Dkm,GYpLJAdbqe7C,"(M8VjF8x3fD , 4qZLYTVV07)",wqhEuX77x0
dLfZfYWD00,GYBWpiGq07Fl,"(qn02X56yMs , cWJ04bTliZ)",bj9QXUy3Co
b7uKYCL76D,GYvXTBXam0Ar,"(HDh7d5LDvx , 0NUR7fsOU8)",XhzNmPh4YB
N7AhfxRGvT,GYT43awebcQb,"(mEKki5iLdz , 57L1E60qey)",PeJ66V83ZA
P19G4zWEuN,GYyA8O2oo3JM,"(j8XZRdUcaU , F7PCMpJ1eo)",UyBZBf3Jpj
1YxM3BBw2P,GYvzSsNkCUnH,"(xBBZj9pIwv , VoBPbuX7rw)",chiPoBjTHD
QY9qJ5rakH,GZt4iUk6mMns,"(kjkybQtP0T , 7x75PWTQbE)",lqOAsOOuP2
Pk5ClQIEJt,GZ30r0KfPGPi,"(6sx5bFW8oG , kToyEoMF85)",doVkpw2QjO
E92oVtBNmj,GZxaStH1EV13,"(r0iX5Bh41g , vUf3yFudmN)",eFFGfrar0P
3hYLLPfn4A,GZXMpL8k8PoS,"(GU9kJ96oTl , M0LRUd15jA)",dVr8yzVbYN
ABPssMZCUY,GZFV6i4ktEtr,"(fIcQvg1lg9 , wKL0cIAAyS)",TX9AwzhPwH
GopE0uqbNG,GZWRCPwm8lSA,"(9MYhCRWBHi , wfWCTkXFMu)",nRYyju3CG0
Xqfho6LTWi,GZpQ4WgFjcdR,"(yZT4uzZ4g9 , I3uIACS8Tq)",UQoaCPnyP7
DNBpJYvEJI,GZfSzuaTIPlv,"(IuZ9E7xA1N , FRAlJhETPv)",LMHtwy9p7Q
dmWf5BX7fW,GZmunu11qiWv,"(uS8EbiCFWh , 0zQqG518rD)",F0D2M69Vea
h0VTN2K0NV,GZGFyaQWVvrt,"(WN6HKJ5e2D , akLiQhYZX5)",B3Imp6yrh8
Ab7Oy52GpA,HASxAKDvgJD7,"(Fnr7B7nVHp , LHU97nrrBF)",u1hJAVZMYz
8xemqXtnpZ,HANQkVPkQXe9,"(Hi7cL8tLNe , qvMZCqT0ct)",aGavC2ZaeI
ctzkjnZ4Sr,HAbbpaV44jZN,"(wnss0p21Up , bL7QPYrqXH)",jfhVrTY9qW
EywvwubPb5,HAMo8XJAN0lX,"(XnngkJTNDw , 8j4rVOXHdX)",M8ZDlWZ20O
L8Kn47JKJA,HAoW1p1VUXlP,"(C7K4zTPdxL , uA7YMNx4xa)",f2jec5ZQSg
2qEidxd9ui,HAOhA6l4uYnS,"(YjJSXE1uBa , dXRDRj0mCY)",xABLunzPFk
K4potWzVve,HAXT8z40rKSn,"(HdcZ8wu7dT , QIYwnEswEv)",bXUwed925j
LDwikjhZpa,HAVHCkUuOPpE,"(dSCfoQsLCq , GM1gVCvM4W)",Po51oKpJRY
Qr8CkpX6il,HArL5qwuO3U6,"(zvXOyuSxtW , iKwzHKxlgr)",FEbILbfwCY
CHd6cXkh44,HAzfhuRKwc4h,"(LZ2qOxOFJv , WL4kM4PYtj)",uc8Edl8uBN
QjulHL4jZg,HBJec6GDNQ5x,"(4gMGYLU0R7 , bVlp8PISI9)",XnWZORPeSR
YOmeXvXlxp,HBAoxGtydgF6,"(AmijA370JI , nKMNvdaXTA)",7ceZbJRy2a
Ez3qxeOEdH,HByva3cxgu9t,"(iZkt6SdkFn , GkxFOFxCw2)",EFZPK9NTPZ
3I579KACKm,HBwg6YDfTL3C,"(NdzQ8jJXDl , b3nghUauIi)",RWXQAvqMwW
PZkWSNQFIm,HBMSh0yIqQSy,"(fJ4TjxET8q , Wj09sDMXUU)",qnzDHshQcK
q3dUYdfFKY,HBklOkxXd8QT,"(AXweNMgWtO , e2vmyeG75n)",jwv4gaxrpx
m8CdgVUunz,HBun8DtxtybM,"(TlaLBEJnVu , ktsyDSQdcY)",n4TO05gfdl
hU3iMQ3Ogw,HBC66l30za8G,"(0FQzaQ667s , Xkt9TvM5k2)",8UXiuAx5uT
H1VXQW5NGF,HBvZhQgq6TIk,"(W2AjctKYeG , LFAcpVkgnM)",ngLadWfn3i
dMtIX3Ftl2,HBmDiGzOdMll,"(QhzcvBOUWW , dx82fOExtH)",rC73jtFYTN
HGbIysRxQF,HCRr0eOmnoIh,"(gJdTxisHnf , FKlqbyMp40)",a2yKy7Dpu1
cddwb14QDY,HCx0urPLQpoA,"(Gb1FtyDlLR , Quryk3DyG2)",dfQp9CJkKO
Y0TKllcSMh,HCuB6376zR32,"(kqu9cBgZ5N , TX4o375HCs)",FDqW2iSM2r
Ie2rwajero,HCvaaPhty3Sk,"(TJbDVWgtxN , SANgd29Mkd)",QgRhyHRfa4
2hC2YvHKEp,HCwwGkplfsKv,"(hIvhFdNVHE , PhGVlMqdwm)",TGRk0iTGA4
5BlQB5vHQ6,HCHVmpZ4AUGt,"(DFPGT5fv7M , hG2uLr4OtH)",fkXktntVyl
7cJ2qDwA8S,HCZDT7Q7ABtt,"(WXqsf9F0MD , bbSQVFhZkR)",qkLC74JZiE
9HhsTbU25r,HCukJjgS3ttI,"(B0z4GdOt21 , o95XYnwQkj)",9PUfYv2FpF
hoQX0Y6PEk,HCz07LGB1mhI,"(i5kIainSIv , ixOg6D7sBA)",ziMcRLt2rb
LnMftjHGC8,HCE1BV4LIALJ,"(NVMY8sJZQu , UbhB0O4Hur)",IrEWYLLlZT
au2ErAYHHF,HDKzhTsalary,"(Ml2UXH3jB2 , 6yj83otHY8)",Nns2DwempT
iF3blWgEvT,HDGbGbtu1rOY,"(jiqCqXSFv4 , HYF1mkA3Px)",MEQBHobX26
hWcOngoEkz,HD8VHu0egvr8,"(JENo4gMnWA , 5Mnv6vTjeC)",OGFJhhYuHQ
mniiWt6qZD,HD3OSgaYdcun,"(iLa0gQUaGX , uGIhD1giDd)",LQNgkxTUNX
Mho4iCddR7,HDelJydjg3lC,"(5ER0xdhXeK , HFo4lfP41f)",2dtmfdwmc6
OejkvAcOD5,HD1JQAtM2osF,"(aTs47csqz8 , gByCYHThxv)",PT37SEDcZE
5sOD0t5sY6,HDErsPKINUHj,"(yze7TXq3GZ , jzTfXtXGDD)",9cqzHGqlgS
GDChp0QTi5,HDcdNespnmts,"(ue39BeJYmc , txmfWdIgcX)",FgLueH55Pp
qoQkJnneMG,HD8xmVkfG9Cw,"(skDfaCkgx9 , KdclHB9yWY)",HVuXnfObTY
ngtpHKplQ2,HD7O8yHyFOI6,"(5TMbkI3JRP , baKe7l9aBb)",MHIIuXash4
SQgFADUMP8,HEG7DYoRI23G,"(ArcYBaLQ4m , Qb47xQoAMM)",wPaNYNDN7C
VHA61K5oKy,HEVVlbymSijL,"(aKisWziY5q , dwu7D5H6Aw)",dg4sdfYDQh
vBaldi6vXP,HEVT3tmWKjRP,"(arxCRJ8ZoR , 9DnwW8Xxim)",l9Y85zK7rI
GCfUlTkpjS,HEtEDmsOipCj,"(1bc0yTFqdX , ZuMfv039bW)",R27uyT2SmS
UAUh5heT2t,HEOVmy1LYQQN,"(xuwwbuXii4 , wbWt09sJlt)",cGKRuVuFY5
w0zTnKydQm,HE4618snVNgC,"(40B3jlmS31 , CUA7jzP1WL)",YkOrr8iDxe
lTLpsRbEbV,HETGtFp1nWLg,"(S1PpXxY7mX , rheNJrqjhf)",CDjZRovr9A
LyjA1epGSa,HEI4DGUtKIa3,"(nZv5HeVmNj , 8v8IAKV4qv)",R7cYOP5x8l
g6NcI2hYWQ,HE1d2fX7gaqU,"(OR2IhEriEZ , GzhWtByctc)",TD5Ey1G73Y
rXKW726XWA,HEqSaXm4azJI,"(eowZxZgOz6 , 4Zwtt6uP5e)",l5dKUjFh9j
FoMLot4zPz,HFSgoNs9OE8o,"(pHunuFAyTw , AZLrJpccYD)",ALKaSoNUY5
8IXTAklud8,HF5tYnbZ0nxN,"(vvZx0OGZQ6 , YzB69ix4Ul)",EhhyTbLjvB
eZPExlR7Hf,HFO3nQgC1mTF,"(N29aNftvKk , tl9Pr4kB0w)",foMJ2Vd4DQ
n3uxVG2DhD,HFlOUqiv4SyZ,"(9oRftl3Zrc , 7F2LBCsmlW)",FGHaXvGWiv
DkhGM0TGpc,HFf0OIxNKDVn,"(C92v8TcZjk , pE8vmCotj8)",54SMbPE4RF
nKOWBJ0FPy,HFFsiQQYpZV6,"(Xs9dQwfO0F , 93QALD0HTc)",7zkbbuEQRD
PupRwvqFVW,HFZJGpS18ANi,"(f3cUVMjQ5S , MybPR3T1Ju)",zZCJhTGOam
JppsUEidcf,HFBn4Yhedtlh,"(ltWIMg0wvc , X4eU8tIvbr)",cGfkW1Rwiv
CFj8JnBk9k,HFmfMLkexFTT,"(EYfcx25onI , TLGrTlzabL)",JvqxlLPsQr
91mMSWo15i,HF0iIDaXEGU5,"(j6BdZ7Ld1O , HbWrEhIVGG)",zcvRMULO24
Qp6SM3dSnX,HGCkmDFWSxa0,"(2WNIs5eg6M , 7riJvs4Ig8)",dlJccgaqBe
u0GpytSe0X,HG2aNNtCqvoW,"(kaVpsIMdhx , 3XTWdbf6Z6)",RYAra7IF1q
hcmhu6d3iX,HGx49ot0iXbw,"(65P0hB30nM , v9ZcpDEuYv)",UX3x3qMaMH
Ke8m33mihv,HG3n8xWGoJoW,"(MUNBW3lext , qWTZYSSsTE)",AwCrZcWcUk
XsMs6WSXtz,HGrJ9OyjiT04,"(Xu8C4pkGqi , bjuJVaYCXF)",siEwyWxpZP
aAbbTtL00a,HGzprChtmYOc,"(vH8oW9655F , RIKyhxV12W)",r2NRY4T9vd
zBZnV630lM,HGgRZkSrTo79,"(V7QCMSHBWq , JLF0QQgUhA)",OejKD2KKTq
C54XorKOqq,HG2WceK365as,"(l4MRNBcqri , iux2HpmEEm)",D2AhkCdM75
DWB81CSMXe,HGeSSBsllZ5q,"(EyGNlhu2IY , k47Uj0ECux)",0JvQuwqEf0
PXjRR6pMLV,HGXrjiLIcHDX,"(vaqsgZEzhl , 2889w8g94k)",4D5TPcjjzS
ADZ60pqFyt,HHYolgg9ujK7,"(QMQ3sHyfeR , AKgZjRbO31)",KcDA11BDnh
LF0eptWeyN,HHbzxz8zxdId,"(LZrBhwWsHX , N9KqaIJfS6)",KhfLk0QqeJ
nxeg1eIda0,HHMKl5SRROC0,"(7SLWiMJfdd , UV0ABZF6j7)",YGltDPPGP0
ZHwNiTVkJ1,HHiN5FTo4467,"(zjIu3jkgsU , 1RFEFqQm9k)",7c6wm12YeN
Umg3kQZWim,HHpAIh0glBkV,"(RHOrcmwaO6 , x1rle8SOUL)",JCJWjCCq9S
wBBhUZMGwd,HHoZpq3TJX0w,"(fD7abLl6l7 , zDv33YBLIR)",6L0MG6gD4F
tHL6GMEcdV,HHuEehPCFRvc,"(D8FjKUnF66 , uB8ntOnYHY)",GDZVKkQFgK
6Hjy4XBJWP,HHGQfY3UQROV,"(ej646uPFnd , iIaEpHi5QP)",aADu6OFG1N
anXK9KWwDn,HHYqGPfu59gd,"(4lQyMYYOl7 , qPWosPSlGB)",d010524aLA
